capture_device,year,size,make,type,emp
Canon+EOS+350D+DIGITAL,2005.0,328.56,CANON,dslr,8.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XS,2008.0,328.56,CANON,dslr,10.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XTi,2006.0,328.56,CANON,dslr,10.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+REBEL+T3,2011.0,328.56,CANON,dslr,12.0
Canon+EOS+REBEL+T3,2011.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XS,2008.0,328.56,CANON,dslr,10.0
Canon+EOS+400D+DIGITAL,2006.0,328.56,CANON,dslr,10.0
Canon+EOS+DIGITAL+REBEL+XS,2008.0,328.56,CANON,dslr,10.0
Canon+EOS+DIGITAL+REBEL+XT,2005.0,328.56,CANON,dslr,8.0
Canon+EOS+400D+DIGITAL,2006.0,328.56,CANON,dslr,10.0
Canon+EOS+450D,2008.0,328.56,CANON,dslr,12.0
Canon+EOS+350D+DIGITAL,2005.0,328.56,CANON,dslr,8.0
Canon+EOS+DIGITAL+REBEL+XS,2008.0,328.56,CANON,dslr,10.0
Canon+EOS+DIGITAL+REBEL+XS,2008.0,328.56,CANON,dslr,10.0
Canon+EOS+DIGITAL+REBEL+XTi,2006.0,328.56,CANON,dslr,10.0
Canon+EOS+400D+DIGITAL,2006.0,328.56,CANON,dslr,10.0
Canon+EOS+1100D,2011.0,328.56,CANON,dslr,12.0
Canon+EOS+DIGITAL+REBEL+XS,2008.0,328.56,CANON,dslr,10.0
Canon+EOS+DIGITAL+REBEL+XS,2008.0,328.56,CANON,dslr,10.0
Canon+EOS+DIGITAL+REBEL+XS,2008.0,328.56,CANON,dslr,10.0
Canon+EOS+DIGITAL+REBEL+XS,2008.0,328.56,CANON,dslr,10.0
Canon+EOS+DIGITAL+REBEL+XSi,2008.0,328.56,CANON,dslr,12.0
SIGMA+SD9,2002.0,285.66,SIGMA,dslr,3.0
SIGMA+SD9,2002.0,285.66,SIGMA,dslr,3.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
SBIG+STL-4020M,2003.0,225.0,SBIG,astro,4.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
SBIG+STL-4020M,2003.0,225.0,SBIG,astro,4.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
SBIG+ST-L-4K+3+CCD+Camera,2003.0,225.0,SBIG,astro,4.0
OLYMPUS+IMAGING+CORP.+E-500,2005.0,224.9,OLYMPUS,dslr,8.0
OLYMPUS+IMAGING+CORP.+E-420,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-500,2005.0,224.9,OLYMPUS,dslr,8.0
OLYMPUS+IMAGING+CORP.+E-500,2005.0,224.9,OLYMPUS,dslr,8.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-420,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-420,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-420,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-420,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-PL1,2010.0,224.9,OLYMPUS,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-620,2009.0,224.9,OLYMPUS,dslr,12.0
OLYMPUS+IMAGING+CORP.+E-5,2010.0,224.9,OLYMPUS,dslr,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-G5,2012.0,224.9,PANASONIC,mrls,16.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-500,2005.0,224.9,OLYMPUS,dslr,8.0
OLYMPUS+IMAGING+CORP.+Olympus+E-500,2005.0,224.9,OLYMPUS,dslr,8.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+Olympus+E-500,2005.0,224.9,OLYMPUS,dslr,8.0
Panasonic+DMC-GH2,2010.0,224.9,PANASONIC,mrls,16.0
Panasonic+DMC-G3,2011.0,224.9,PANASONIC,mrls,16.0
Panasonic+DMC-G3,2011.0,224.9,PANASONIC,mrls,16.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-500,2005.0,224.9,OLYMPUS,dslr,8.0
OLYMPUS+IMAGING+CORP.+E-520,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-510,2007.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-300,2004.0,224.9,OLYMPUS,dslr,8.0
Panasonic+DMC-G2,2010.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-510,2007.0,224.9,OLYMPUS,dslr,10.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
Panasonic+DMC-G10,2010.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-G10,2010.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
Panasonic+DMC-G10,2010.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
Panasonic+DMC-G10,2010.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
Panasonic+DMC-G10,2010.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
OLYMPUS+IMAGING+CORP.+E-PL1,2010.0,224.9,OLYMPUS,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-PL1,2010.0,224.9,OLYMPUS,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-410,2007.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-410,2007.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-510,2007.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
OLYMPUS+IMAGING+CORP.+E-520,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-P3,2011.0,224.9,OLYMPUS,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-G2,2010.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-520,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
OLYMPUS+IMAGING+CORP.+E-510,2007.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-3,2007.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-510,2007.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-620,2009.0,224.9,OLYMPUS,dslr,12.0
OLYMPUS+IMAGING+CORP.+E-520,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-520,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-520,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-520,2008.0,224.9,OLYMPUS,dslr,10.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
Panasonic+DMC-GF1,2009.0,224.9,PANASONIC,mrls,12.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
OLYMPUS+IMAGING+CORP.+E-M5,2012.0,224.9,OLYMPUS,mrls,16.0
NIKON+1+V1,2011.0,116.16,NIKON,mrls,10.0
SONY+DSC-RX100,2012.0,116.16,SONY,c,20.0
SONY+DSC-RX100,2012.0,116.16,SONY,c,20.0
SONY+DSC-RX100M2,2013.0,116.16,SONY,c,20.0
SONY+DSC-RX100,2012.0,116.16,SONY,c,20.0
NIKON+E5700,2002.0,58.08,NIKON,c,5.0
NIKON+E8800,2004.0,58.08,NIKON,c,8.0
NIKON+E5700,2002.0,58.08,NIKON,c,5.0
FUJIFILM+FinePix+S9600,2006.0,48.0,FUJIFILM,c,9.0
FUJIFILM+FinePix+S9500,2005.0,48.0,FUJIFILM,c,9.0
OLYMPUS+IMAGING+CORP.+XZ-1,2011.0,44.8692,OLYMPUS,c,10.0
Panasonic+DMC-LX3,2008.0,44.8692,PANASONIC,c,10.0
OLYMPUS+IMAGING+CORP.+XZ-1,2011.0,44.8692,OLYMPUS,c,10.0
OLYMPUS+IMAGING+CORP.+XZ-1,2011.0,44.8692,OLYMPUS,c,10.0
Panasonic+DMC-LX3,2008.0,44.8692,PANASONIC,c,10.0
Panasonic+DMC-LX3,2008.0,44.8692,PANASONIC,c,10.0
OLYMPUS+IMAGING+CORP.+XZ-1,2011.0,44.8692,OLYMPUS,c,10.0
OLYMPUS+IMAGING+CORP.+XZ-1,2011.0,44.8692,OLYMPUS,c,10.0
BenQ+C1050,2008.0,43.32,BENQ,c,10.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
NIKON+COOLPIX+P7100,2011.0,41.5152,NIKON,c,10.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
NIKON+COOLPIX+P7100,2011.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+G9,2007.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+G9,2007.0,41.5152,CANON,c,12.0
NIKON+COOLPIX+P7700,2012.0,41.5152,NIKON,c,12.0
Canon+PowerShot+S95,2010.0,41.5152,CANON,c,10.0
FUJIFILM+FinePix+S602+ZOOM,2002.0,41.5152,FUJIFILM,c,3.0
FUJIFILM+FinePix+S602+ZOOM,2002.0,41.5152,FUJIFILM,c,3.0
FUJIFILM+FinePix+S602+ZOOM,2002.0,41.5152,FUJIFILM,c,3.0
FUJIFILM+FinePix+S602+ZOOM,2002.0,41.5152,FUJIFILM,c,3.0
FUJIFILM+FinePix+S602+ZOOM,2002.0,41.5152,FUJIFILM,c,3.0
FUJIFILM+FinePix+S602+ZOOM,2002.0,41.5152,FUJIFILM,c,3.0
LEICA+D-LUX+6,2012.0,41.5152,LEICA,c,10.0
LEICA+D-LUX+6,2012.0,41.5152,LEICA,c,10.0
LEICA+D-LUX+6,2012.0,41.5152,LEICA,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
Canon+PowerShot+S95,2010.0,41.5152,CANON,c,10.0
FUJIFILM+FinePix+S602+ZOOM,2002.0,41.5152,FUJIFILM,c,3.0
Canon+PowerShot+S95,2010.0,41.5152,CANON,c,10.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S95,2010.0,41.5152,CANON,c,10.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
Canon+PowerShot+S100,2011.0,41.5152,CANON,c,12.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
Canon+PowerShot+G9,2007.0,41.5152,CANON,c,12.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
Canon+PowerShot+G9,2007.0,41.5152,CANON,c,12.0
FUJIFILM+FinePix6900ZOOM,2001.0,41.5152,FUJIFILM,c,3.0
Canon+PowerShot+G9,2007.0,41.5152,CANON,c,12.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
Canon+PowerShot+G9,2007.0,41.5152,CANON,c,12.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
Canon+PowerShot+G9,2007.0,41.5152,CANON,c,12.0
FUJIFILM+FinePix+F30,2006.0,41.5152,FUJIFILM,c,6.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
Canon+PowerShot+G9,2007.0,41.5152,CANON,c,12.0
Canon+PowerShot+G9,2007.0,41.5152,CANON,c,12.0
Canon+PowerShot+G9,2007.0,41.5152,CANON,c,12.0
Canon+PowerShot+G9,2007.0,41.5152,CANON,c,12.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
FUJIFILM+FinePix4900ZOOM,2000.0,41.5152,FUJIFILM,c,2.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
NIKON+COOLPIX+P7000,2010.0,41.5152,NIKON,c,10.0
RICOH+Caplio+GX100,2007.0,40.6272,RICOH,c,10.0
Minolta+Co.%2C+Ltd.+DiMAGE+G500,2003.0,38.277552,MINOLTA,c,5.0
NIKON+COOLPIX+P1,2005.0,38.277552,NIKON,c,8.0
NIKON+E4500,2002.0,38.277552,NIKON,c,4.0
NIKON+E4500,2002.0,38.277552,NIKON,c,4.0
NIKON+E4500,2002.0,38.277552,NIKON,c,4.0
NIKON+E4500,2002.0,38.277552,NIKON,c,4.0
Canon+PowerShot+S80,2005.0,38.277552,CANON,c,8.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
NIKON+E4500,2002.0,38.277552,NIKON,c,4.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
Canon+PowerShot+S30,2001.0,38.277552,CANON,c,3.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
Canon+PowerShot+S400,2003.0,38.277552,CANON,c,4.0
NIKON+E4500,2002.0,38.277552,NIKON,c,4.0
Minolta+Co.%2C+Ltd.+DiMAGE+G500,2003.0,38.277552,MINOLTA,c,5.0
CASIO+COMPUTER+CO.%2CLTD.+EX-F1,2008.0,38.277552,CASIO,c,6.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
NIKON+COOLPIX+P2,2005.0,38.277552,NIKON,c,5.0
CASIO+COMPUTER+CO.%2CLTD.+EX-F1,2008.0,38.277552,CASIO,c,6.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
Samsung+Techwin+Digimax+V50%2Fa5,2004.0,38.277552,SAMSUNG,c,5.0
NIKON+E7900,2005.0,38.277552,NIKON,c,7.0
Panasonic+DMC-FZ50,2006.0,38.277552,PANASONIC,c,10.0
Minolta+Co.%2C+Ltd.+DiMAGE+G500,2003.0,38.277552,MINOLTA,c,5.0
Leica+Camera+AG+M9+Digital+Camera,2002.0,38.277552,LEICA,c,5.0
Panasonic+DMC-FZ50,2006.0,38.277552,PANASONIC,c,10.0
Panasonic+DMC-FZ30,2005.0,38.277552,PANASONIC,c,8.0
EASTMAN+KODAK+COMPANY+KODAK+C875+ZOOM+DIGITAL+CAMERA,2006.0,38.277552,KODAK,c,8.0
EASTMAN+KODAK+COMPANY+KODAK+C875+ZOOM+DIGITAL+CAMERA,2006.0,38.277552,KODAK,c,8.0
EASTMAN+KODAK+COMPANY+KODAK+C875+ZOOM+DIGITAL+CAMERA,2006.0,38.277552,KODAK,c,8.0
EASTMAN+KODAK+COMPANY+KODAK+C875+ZOOM+DIGITAL+CAMERA,2006.0,38.277552,KODAK,c,8.0
Panasonic+DMC-FZ50,2006.0,38.277552,PANASONIC,c,10.0
OLYMPUS+OPTICAL+CO.%2CLTD+C3040Z,2000.0,38.277552,OLYMPUS,c,3.0
EASTMAN+KODAK+COMPANY+KODAK+C875+ZOOM+DIGITAL+CAMERA,2006.0,38.277552,KODAK,c,8.0
OLYMPUS+CORPORATION+X-3%2CC-60Z,2004.0,38.277552,OLYMPUS,c,6.0
NIKON+E990,2000.0,38.277552,NIKON,c,3.0
NIKON+E990,2000.0,38.277552,NIKON,c,3.0
EASTMAN+KODAK+COMPANY+KODAK+C875+ZOOM+DIGITAL+CAMERA,2006.0,38.277552,KODAK,c,8.0
NIKON+E990,2000.0,38.277552,NIKON,c,3.0
SONY+DSC-P100,2004.0,38.277552,SONY,c,5.0
DMC-FZ30,2005.0,38.277552,PANASONIC,c,8.0
Canon+PowerShot+A620,2005.0,38.277552,CANON,c,7.0
DMC-FZ30,2005.0,38.277552,PANASONIC,c,8.0
Panasonic+DMC-FZ50,2006.0,38.277552,PANASONIC,c,10.0
Canon+PowerShot+A95,2004.0,38.277552,CANON,c,5.0
Panasonic+DMC-FZ50,2006.0,38.277552,PANASONIC,c,10.0
OLYMPUS+OPTICAL+CO.%2CLTD+C4100Z%2CC4000Z,2002.0,38.277552,OLYMPUS,c,4.0
Canon+PowerShot+SD550,2005.0,38.277552,CANON,c,7.0
Canon+PowerShot+SD550,2005.0,38.277552,CANON,c,7.0
SONY+DSC-P200,2005.0,38.277552,SONY,c,7.0
Canon+PowerShot+A620,2005.0,38.277552,CANON,c,7.0
OLYMPUS+OPTICAL+CO.%2CLTD+C4100Z%2CC4000Z,2002.0,38.277552,OLYMPUS,c,4.0
Canon+PowerShot+S50,2003.0,38.277552,CANON,c,5.0
SONY+DSC-W15,2002.0,38.1976,SONY,c,5.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+E995,2001.0,38.16,NIKON,c,3.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
NIKON+COOLPIX+P5000,2007.0,38.16,NIKON,c,10.0
